NAME,WDPAID,WDPA_PID,PA_DEF,ORIG_NAME,DESIG_ENG,DESIG_TYPE,GIS_AREA,STATUS,VERIF,MAP,MAT,elevation_mean,Biome,fire_events_since_2001,n_deposition,prop_burned_area,woody_trend_venter2019,canopy_height_sd100,canopy_height_mean,tree_cover_sd100,tree_cover_mean,tree_cover_mean_scaled,sp1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,spatial_predictor1
Zaagkuildrift Private Nature Reserve,555564147,555564147,1,Zaagkuildrift Private Nature Reserve,Nature Reserve,National,12.6989267072519,Designated,State Verified,553.755,20.2200000000001,1034.65673352436,Savanna,0.211538461538462,1391.71862792969,0,0.572743789614749,4.34629194634409,4.03326839173366,15.8739643768026,18.0506988667193,-0.213149690683153,0.0231719740243394,0.0237097192106011,0.0231614439789383,0.0226591238587005,0.0223428982686818,0.0231719740243394
Zandfontein Private Nature Reserve,555564149,555564149,1,Zandfontein Private Nature Reserve,Nature Reserve,National,24.4387076728547,Designated,State Verified,394.251612903226,21.7467741935484,952.851371721435,Savanna,0.580952380952381,505.18327331543,0,0.399973405902345,2.53432737931963,1.21282750912101,7.54244080534515,5.09076414536182,-0.735463317771698,0.0215158322101024,0.0213714712620047,0.021168198722079,0.0208243700831163,0.0200646667299994,0.0215158322101024
Zasm Falls Nature Reserve,555564150,555564150,1,Zasm Falls Nature Reserve,Nature Reserve,National,1.41946544455194,Designated,State Verified,779.95,16.1,1353.4387755102,Grassland,2.16666666666667,1051.08349609375,0.666666666666667,1.08876776424428,19.1660774740502,27.7103408843326,27.7008428243721,55.982300183027,1.31557654835781,0.0201303709716817,0.0199579305425234,0.0203588913618968,0.020236594816623,0.0210421139803787,0.0201303709716817
Zeekoei Private Nature Reserve,555564151,555564151,1,Zeekoei Private Nature Reserve,Nature Reserve,National,11.9732221329891,Designated,State Verified,380.04375,22.26875,859.999380421314,Savanna,0,357.291137695313,0,0.578360200274739,3.21115824993096,2.33233183772019,13.5776421030192,13.4640573703371,-0.398001343692042,0.0204885562070889,0.0206833161964369,0.0216479861415605,0.0216815498541961,0.0211384255906538,0.0204885562070889
Zeekoevlei Local Nature Reserve,555564152,555564152,1,Zeekoevlei Local Nature Reserve,Nature Reserve,National,4.21250912148719,Designated,State Verified,711.575,16.45,7.31410256410256,Fynbos,0,96.3663330078125,0,0.461189778986704,3.28007467066182,2.49583492724698,7.21508975028059,6.53741631119371,-0.67716008121095,-0.0538773838032013,-0.0530597726610657,-0.0522288045262829,-0.049996210485176,-0.049509696959382,-0.0538773838032013
Zwartkloof Private Nature Reserve,555564155,555564155,1,Zwartkloof Private Nature Reserve,Nature Reserve,National,4.8450614749583,Designated,State Verified,597.35,19.3333333333334,1179.38461538462,Savanna,0.95,698.615966796875,0,0.815429319881414,2.68890355698662,1.10811444298339,8.34628118219988,4.48104186286535,-0.760036455193649,0.0239333312524392,0.0241378027559029,0.0236352067404499,0.0232204221422414,0.0226885922367054,0.0239333312524392
Tawanie Private Nature Reserve,555564156,555564156,1,Tawanie Private Nature Reserve,Nature Reserve,National,5.50877046833627,Designated,State Verified,594.114285714286,20.0785714285715,1076.92857142857,Savanna,0.260869565217391,698.615966796875,0,0.830877256217397,0.805035440707258,0.408829482128504,3.19206922333724,2.05194411155243,-0.85793439097183,0.0235655086457363,0.0239326895103523,0.0231319508787423,0.0225412446477429,0.0222155126340927,0.0235655086457363
Tanga Private Nature Reserve,555564157,555564157,1,Tanga Private Nature Reserve,Nature Reserve,National,35.0972833956029,Designated,State Verified,511.380434782609,21.0978260869566,897.93607687487,Savanna,0.0516129032258065,857.952331542969,0.0451612903225806,0.524803809246407,7.52928910796248,10.7011687297524,22.9803103058538,47.5705833662734,0.976566019750762,0.0234751749803956,0.023839007598482,0.025406625711367,0.0250786403747625,0.0232878057352957,0.0234751749803956
Sunningdale Private Nature Reserve,555564158,555564158,1,Sunningdale Private Nature Reserve,Nature Reserve,National,13.1779224299171,Designated,State Verified,527.98947368421,19.85,1084.90590200445,Savanna,0.423728813559322,857.952331542969,0.406779661016949,0.851862206725379,5.65298236625689,6.9314428546359,15.390976056711,25.9490443755059,0.105170854858971,0.0235596347001902,0.0242228325006245,0.0254768633248485,0.0250137258794553,0.0231553261377958,0.0235596347001902
Arizona Game Lodge,555570167,555570167,1,Arizona Game Lodge,Nature Reserve,National,3.62519156872279,Designated,State Verified,668.66,15.69,1504.359375,Grassland,0,556.246032714844,0,0.577516886185929,0.681089327542776,0.354080227865001,1.53014947981113,0.986126893802214,-0.900889148753066,0.00761093034312347,0.00732545734329915,0.00714258960613008,0.00720652206328809,0.00790788709085281,0.00761093034312347
Ascog Reserve,555570168,555570168,1,Ascog Reserve,Nature Reserve,National,9.02047015011757,Designated,State Verified,811.772727272728,13.6045454545455,1729.62421875,Grassland,1.30952380952381,497.847290039063,0.595238095238095,0.524002515442072,2.83123390814277,2.37235439686506,8.10609152237009,7.840993067555,-0.624623095613227,0.0048484802737044,0.00465418475889896,0.0044932739012511,0.0046479843726544,0.00528992438989868,0.0048484802737044
Auch Macoy Game Reserve,555570169,555570169,1,Auch Macoy Game Reserve,Nature Reserve,National,11.2194911749023,Designated,State Verified,584.069230769231,17.0192307692308,1350.69792322215,Grassland,0,526.543304443359,0,0.202098276398564,0.224115699610928,0.0789738165628519,0.574306319789302,0.253016241965111,-0.930435106495219,0.00159865071312298,0.00161228056592755,0.00139561011767747,0.00149019333046725,0.00195520659548745,0.00159865071312298
Bankfontein Reserve,555570170,555570170,1,Bankfontein Reserve,Nature Reserve,National,28.3373230633157,Designated,State Verified,463.381578947369,16.0342105263158,1495.84864864865,Grassland,0,287.950744628906,0,0.257035744493192,0.501087870627083,0.253611796052942,1.56842733340266,0.884386585442871,-0.904989505014329,-0.0051990226896017,-0.00494519203093237,-0.0049319116380574,-0.00481641346235706,-0.00423551220880838,-0.0051990226896017
Basie Baker Buffalo Reserve,555570171,555570171,1,Basie Baker Buffalo Reserve,Nature Reserve,National,10.5144923875854,Designated,State Verified,477.85,17.7214285714286,1280.98041863606,Savanna,0.0204081632653061,401.978271484375,0.0204081632653061,0.302777528795751,1.57399018525199,0.632828365177756,3.66537575438355,1.78951483477531,-0.868510863026261,-0.000313790658739311,-0.000265304758246635,-0.000492435458654592,-0.000500647998821413,0.000111474613754021,-0.000313790658739311
Beauchef Abbey Private Nature Reserve,555570172,555570172,1,Beauchef Abbey Private Nature Reserve,Nature Reserve,National,13.1748701244818,Designated,State Verified,968.022222222222,13.7166666666667,1727.01293800539,Grassland,7.05,716.503540039063,0.533333333333333,0.670836266499523,1.27635923792042,0.842176891486267,2.81112508904488,1.79503168697136,-0.868288521853826,0.00997812096215359,0.00968538466597366,0.00917185455432811,0.00960798252490166,0.0104867822820508,0.00997812096215359
Belvedere Game Ranch,555570173,555570173,1,Belvedere Game Ranch,Nature Reserve,National,32.1464758086789,Designated,State Verified,606.776744186047,15.1360465116279,1547.67158915583,Grassland,0.00680272108843537,556.246032714844,0.00680272108843537,0.49216463253261,5.1958509672346,3.74816843603459,12.5936735355982,11.1369548518913,-0.49178864919546,0.00554933764992888,0.00532799439522569,0.00526118251158475,0.00518930509576268,0.00580603133869188,0.00554933764992888
Bergdeel Game Reserve,555570174,555570174,1,Bergdeel Game Reserve,Nature Reserve,National,7.68596472816496,Designated,State Verified,919.17,12.65,1866.29639889197,Grassland,2.52631578947368,527.364074707031,0.947368421052632,0.371302411190488,2.86878948729481,2.12506286940551,10.4706344865565,9.08189133466109,-0.574612189796552,0.00850548317262702,0.00821826839469951,0.00799065721838036,0.00799614275872755,0.00870267291051773,0.00850548317262702
Bergkraal Reserve,555570175,555570175,1,Bergkraal Reserve,Nature Reserve,National,8.26289961883173,Designated,State Verified,548.35,16.84,1366.12201365188,Grassland,0,503.876281738281,0,0.424574767262559,3.56120512648384,2.71147936026393,10.1567663242775,9.48174053440051,-0.558497395216593,0.00234545209119292,0.00242223124636282,0.00210119595108236,0.00208431702734084,0.00279546648595871,0.00234545209119292
Biddulphsberg Oord Private Nature Reserve,555570176,555570176,1,Biddulphsberg Oord Private Nature Reserve,Nature Reserve,National,10.0457302433223,Designated,State Verified,660.908333333333,15.2666666666667,1578.43141435679,Grassland,0,556.246032714844,0,0.481694895268743,2.45897857911152,2.19027110403542,7.8327153169815,8.81423085737244,-0.585399490637697,0.00894737915473783,0.00881785731552472,0.00844177737782374,0.00844012742161997,0.00947238164336959,0.00894737915473783
Bismadal Game Ranch,555570177,555570177,1,Bismadal Game Ranch,Nature Reserve,National,9.00690610781325,Designated,State Verified,757.283333333333,14.2333333333334,1580.39137254902,Grassland,0.166666666666667,556.246032714844,0.166666666666667,0.534373769208035,0.796193499428511,0.318780605297031,1.68121493154628,0.814147155400869,-0.907820307194946,0.00597960170597826,0.00581471862672512,0.00551651258144626,0.00577435136092865,0.00615490294721256,0.00597960170597826
Blaauwbosch Bank Reserve,555570178,555570178,1,Blaauwbosch Bank Reserve,Nature Reserve,National,6.33111630432565,Designated,State Verified,722.11,15.84,1545.05102040816,Grassland,0,818.64892578125,0,0.699447395939561,1.16374490186245,0.490640117759998,2.98730008393314,1.54398889539869,-0.878406093727446,0.0139938351189621,0.01386620482066,0.0140282496735803,0.014974205576666,0.0165946405352698,0.0139938351189621
Blandfort Game Lodge,555570179,555570179,1,Blandfort Game Lodge,Nature Reserve,National,16.9402585547816,Designated,State Verified,564.269565217391,17.3413043478261,1329.66555043951,Grassland,0.0526315789473684,401.978271484375,0.0526315789473684,0.391189074066521,0.0547579316681044,0.0160378809458521,0.228766416780473,0.0758269614846264,-0.937576220841764,0.00238932681511248,0.00226617058298711,0.00204902521336869,0.00215763454102391,0.00267214325460133,0.00238932681511248
Blenheim Hunting Farm,555570180,555570180,1,Blenheim Hunting Farm,Nature Reserve,National,32.8915293371437,Designated,State Verified,539.39756097561,17.669512195122,1275.44217540843,Grassland,0.232258064516129,401.978271484375,0.0580645161290323,0.0518126299828825,0.0812859006901737,0.0294833450828296,0.349049718175279,0.147735806025116,-0.934678137616869,0.00213904164394448,0.0020321544953301,0.00179324507810267,0.00188708380731345,0.00237779086415474,0.00213904164394448
Blomhoek Pleasure,555570181,555570181,1,Blomhoek Pleasure,Nature Reserve,National,1.908677331983,Designated,State Verified,720.4,14.15,1735.63059701493,Grassland,0,943.659790039063,0,0.719858835532033,2.7356151097404,1.71779066572844,5.18948077874726,3.60548246667305,-0.795323407928296,0.0129831415943989,0.0126556302324133,0.0124531535967976,0.0133373183734369,0.0152802831307176,0.0129831415943989
Bloudrif Reserve,555570182,555570182,1,Bloudrif Reserve,Nature Reserve,National,15.9308427423035,Designated,State Verified,498.71,17.7650000000001,1253.93078651685,Grassland,0,759.93310546875,0,0.66850193933959,1.87270671553282,1.42958290707666,5.66792828716751,5.20156494454913,-0.73099780397459,0.00715888972969027,0.00693948168820334,0.00679557595020073,0.00705069518614592,0.00899975993660719,0.00715888972969027
Bosbok Game Reserve,555570184,555570184,1,Bosbok Game Reserve,Nature Reserve,National,6.26596835697409,Designated,State Verified,604.375,16.1,1451.81489841986,Grassland,0,549.210327148438,0,0.430716676786374,0.463167148324835,0.229356698665337,1.30554690987277,0.805866453089678,-0.908154037553315,0.00455478692080289,0.00457024943510634,0.00415347373503293,0.00415745746997805,0.00500534455226596,0.00455478692080289
Boschpoort Game Reserve,555570185,555570185,1,Boschpoort Game Reserve,Nature Reserve,National,31.0235738657572,Designated,State Verified,573.81,16.3525,1393.05821532929,Grassland,0,435.373474121094,0,0.517000571364292,2.49051204015544,1.37459029153248,7.79747807484359,5.34962450806434,-0.725030680736127,-0.0020908125979519,-0.00201905136414938,-0.00218997371006983,-0.00204822060901427,-0.00144938361990176,-0.0020908125979519
Boschrand Farming,555570186,555570186,1,Boschrand Farming,Nature Reserve,National,7.03631885751726,Designated,State Verified,467.55,16.27,1442.46031746032,Grassland,0,287.950744628906,0,0.354993245120964,0.260701462540681,0.13763465482909,1.09390924181879,0.725209931910349,-0.911404671220172,-0.00512950959529634,-0.00488942769417105,-0.00487409466205813,-0.00477170810665096,-0.00418831128689031,-0.00512950959529634
Boskoppie Game Reserve,555570187,555570187,1,Boskoppie Game Reserve,Nature Reserve,National,3.33486745613742,Designated,State Verified,576.025,17.625,1311.95896328294,Grassland,0.0625,916.065185546875,0,0.716113189617361,0.755896204653493,0.383115974328369,2.62614534841288,1.66195022143964,-0.873651995085337,0.0107882737046284,0.0105843384051684,0.0110285163738366,0.0122461824731048,0.0132547701322399,0.0107882737046284
Boslaagte Private Nature Reserve,555570188,555570188,1,Boslaagte Private Nature Reserve,Nature Reserve,National,3.67303604375948,Designated,State Verified,608.86,16.73,1398.14872798434,Grassland,0,818.64892578125,0,0.41011661671817,0.868544966833721,0.374793174985089,4.53393547632579,2.42090888723404,-0.843064306021743,0.00966975854945329,0.00956014456728486,0.0092909158447989,0.00948599088780314,0.0111524423266512,0.00966975854945329
Brakfontein Reserve,555570189,555570189,1,Brakfontein Reserve,Nature Reserve,National,13.7441443787629,Designated,State Verified,520.923529411765,17.4029411764706,1277.29813664596,Grassland,0.03125,654.571716308594,0,0.368482119073975,2.03952469965887,1.54640000261414,5.68614215123094,5.48200368044446,-0.719695511449904,0.00578370189055395,0.00556097493866884,0.00544215913906099,0.00533969003967042,0.00642190118271972,0.00578370189055395
Broadwoodhill Reserve,555570190,555570190,1,Broadwoodhill Reserve,Nature Reserve,National,4.118963139571,Designated,State Verified,790.5,13.1833333333334,1733.5094017094,Grassland,1.89473684210526,556.246032714844,0.526315789473684,0.477932370768545,2.29883825060029,2.02855281041732,5.10638552380977,5.3298851269467,-0.725826220834878,0.00738225428073271,0.00721552136537013,0.00702719635050295,0.0070601813998519,0.0076854642149599,0.00738225428073271
Bronkhorstfontein Game Reserve,555570191,555570191,1,Bronkhorstfontein Game Reserve,Nature Reserve,National,3.66334225600154,Designated,State Verified,743.95,15.1166666666667,1640.650390625,Grassland,0,943.659790039063,0,0.626521891619076,2.28009062378313,1.28276347610431,3.82883316609745,2.50728409694051,-0.839583196738224,0.0129534725412185,0.0127325467258067,0.0123427196354542,0.0136193713141138,0.0151457245269368,0.0129534725412185
Buffalo Valley,555570192,555570192,1,Buffalo Valley,Nature Reserve,National,4.53845928101877,Designated,State Verified,611.6,16.675,1396.3649068323,Grassland,0,503.876281738281,0,0.46377186968396,7.1648881569004,5.38103748411733,16.7851660685736,14.5596332768843,-0.353847245866497,0.00154336201802069,0.00160002965235925,0.00135420977973029,0.00146796755400978,0.00194521966407903,0.00154336201802069
Camorhi Game Ranch,555570193,555570193,1,Camorhi Game Ranch,Nature Reserve,National,6.30288696354705,Designated,State Verified,746.02,13.46,1785.81952326901,Grassland,0.666666666666667,527.364074707031,0.0740740740740741,0.623878757989651,2.46372615324431,1.83133500276649,5.75724980017877,4.87656729221344,-0.744095917988002,0.0102108191557064,0.00993709359373412,0.00959522484947832,0.00979634454303724,0.011318878643048,0.0102108191557064
Ceerust Game Reserve,555570194,555570194,1,Ceerust Game Reserve,Nature Reserve,National,5.45466542627644,Designated,State Verified,507.314285714286,18.1071428571429,1252.53333333333,Savanna,0,507.3505859375,0,0.464501347286059,4.236857290444,4.14963893923831,7.80915817882841,8.25251514033757,-0.608037858798119,0.00531822426989179,0.00517415330898558,0.00484410929301066,0.00501885638495388,0.0065469642258208,0.00531822426989179
Chanbe Game Lodge,555570195,555570195,1,Chanbe Game Lodge,Nature Reserve,National,11.8882637157829,Designated,State Verified,472.371428571429,18.1214285714286,1233.26872770511,Savanna,0.232142857142857,370.838577270508,0.232142857142857,0.188534139565183,1.94389552232385,1.12422774056379,7.85310311661721,6.55856493691241,-0.676307745482062,-0.000896149758543898,-0.000819283533824094,-0.000986324425275314,-0.000959192857998501,-0.000297913389221008,-0.000896149758543898
Chazen Game Lodge,555570196,555570196,1,Chazen Game Lodge,Nature Reserve,National,5.84034002557821,Designated,State Verified,632.075,16.4,1494.50490196078,Savanna,0.36,1470.22058105469,0,0.464734711293124,11.4955638420723,15.0695387678528,23.8203632287318,44.8513048933365,0.866973168181623,0.0131161466386296,0.0130425006239134,0.0135582677164277,0.014569761601752,0.0154080741630149,0.0131161466386296
Chesas Peak Private Nature Reserve,555570197,555570197,1,Chesas Peak Private Nature Reserve,Nature Reserve,National,38.0081364293254,Designated,State Verified,551.681632653061,17.0193877551021,1343.57158753709,Grassland,0,359.695587158203,0,0.305293555038009,1.46424262119042,1.10167503769653,4.7412976191554,4.96877665145682,-0.740379679757377,-0.000750787818795889,-0.00066816998371825,-0.000765796665390834,-0.000579219661816394,-0.000141283934075133,-0.000750787818795889
Cloudy Creek Bird Sanctuary and Nature Reserve,555570198,555570198,1,Cloudy Creek Bird Sanctuary and Nature Reserve,Nature Reserve,National,6.45302218772151,Designated,State Verified,664.25,16.625,1445.51002227172,Grassland,0.0344827586206897,1470.22058105469,0,0.511522200698785,0.877704374823798,0.558260309191569,2.00856248018979,1.51766497836747,-0.879467004980424,0.0152812492775105,0.0150219195852542,0.015835161596709,0.0167641718878248,0.0176487773402645,0.0152812492775105
Craigielea Hunting Lodge,555570200,555570200,1,Craigielea Hunting Lodge,Nature Reserve,National,12.7216396145808,Designated,State Verified,990.111111111111,13.4666666666667,1763.58082497213,Grassland,4.60344827586207,621.933807373047,1,0.421432577221639,1.46788783488089,0.892974149163223,3.46704606466719,2.432975887759,-0.842577979589721,0.00984526672781973,0.00951381825953232,0.00909796323612082,0.00934801333203702,0.010321693991334,0.00984526672781973
Dalmanuthaa Game Reserve,555570202,555570202,1,Dalmanuthaa Game Reserve,Nature Reserve,National,6.0898057010581,Designated,State Verified,618.011111111111,16.5944444444445,1417.58989424207,Grassland,0.0344827586206897,818.64892578125,0.0344827586206897,0.728062959292696,0.77306651333151,0.407906550098304,1.7995664913865,1.06051468133087,-0.897891158720666,0.0105794098940241,0.0104077973871614,0.0103208018457304,0.0106759380266385,0.0122211488999552,0.0105794098940241
Dawn Valley Private Nature Reserve,555570203,555570203,1,Dawn Valley Private Nature Reserve,Nature Reserve,National,0.302539612991913,Designated,State Verified,622.2,16.675,1403.85714285714,Grassland,0,503.876281738281,0,0.398783907087503,11.0347855610507,7.56437545376165,25.4927598885128,22.2821293950081,-0.0426138141897712,0.0015843696974777,0.00161947981322818,0.00138813618058014,0.00153363853755357,0.00201804043034408,0.0015843696974777
De Ark Game Ranch,555570204,555570204,1,De Ark Game Ranch,Nature Reserve,National,2.35978159964835,Designated,State Verified,907.65,12.95,1875.33230769231,Grassland,1.27272727272727,527.364074707031,0,0.647503874456592,2.08655893517181,1.12171160582479,8.48720431868332,5.02067124642219,-0.738288214429393,0.00898057536773239,0.00874041596414305,0.00855827097130554,0.00835333651394278,0.00968688119903187,0.00898057536773239
De Kuilen Private Nature Reserve,555570206,555570206,1,De Kuilen Private Nature Reserve,Nature Reserve,National,4.43539707214851,Designated,State Verified,566.9,16.6,1395.68044515103,Grassland,0,549.210327148438,0,0.40191327098172,2.32331627342188,1.19899214187046,7.45887770389859,4.85479784274137,-0.744973274267794,0.00288136482499632,0.00297504933169605,0.00258521618866203,0.00265605506584585,0.00327272512894482,0.00288136482499632
De Oudekraal Nature Reserve,555570207,555570207,1,De Oudekraal Nature Reserve,Nature Reserve,National,25.8595710797841,Designated,State Verified,573.982352941176,16.5735294117647,1396.96954866775,Grassland,0,503.876281738281,0,0.253465094323003,0.338323374942879,0.159973071989508,1.06693654629789,0.53444141690211,-0.919093058326324,-6.95887672357974e-05,-5.30566413845914e-05,2.00291743248655e-05,6.60794112914707e-05,0.000585147702962772,-6.95887672357974e-05
De Rust Private Nature Reserve,555570208,555570208,1,De Rust Private Nature Reserve,Nature Reserve,National,6.73271432809877,Designated,State Verified,607.13,16.97,1357.67728237792,Azonal Vegetation,0,759.93310546875,0,0.616157051010891,0.806945588331485,0.429258767721962,1.80528846903158,1.10048760478272,-0.896280162748668,0.00865453267469225,0.00856196445240279,0.00825068983894614,0.00855716871469978,0.00995439052835146,0.00865453267469225
Diepfontein Reserve,555570210,555570210,1,Diepfontein Reserve,Nature Reserve,National,5.85934632623455,Designated,State Verified,622.73,14.15,1585.89749702026,Grassland,0,433.324401855469,0,0.587661470650756,1.32175202901029,0.81901262052657,2.2622744472121,1.63224234860091,-0.874849287135729,5.1319667487327e-06,-2.02998472591742e-05,-0.000160086499210523,5.17721841144452e-05,0.000746214443469312,5.1319667487327e-06
Doornhoek Game Reserve,555570211,555570211,1,Doornhoek Game Reserve,Nature Reserve,National,12.3449941728728,Designated,State Verified,417.186666666667,18.2233333333334,1175.04623287671,Azonal Vegetation,0,317.439544677734,0,0.406899081419013,2.62837234990957,2.00732081803687,11.0449247771799,10.7455089123398,-0.507564774067392,-0.0039528211600197,-0.00378170711118769,-0.00366598961539028,-0.00347834929225076,-0.00311588275632743,-0.0039528211600197
Doornkloof Private Nature Reserve,555570212,555570212,1,Doornkloof Private Nature Reserve,Nature Reserve,National,2.3549688926912,Designated,State Verified,638.7,15.9,1515.31231231231,Grassland,0,818.64892578125,0,0.678568824207688,2.81722586359807,1.62742719827848,7.04395093985811,4.95736688396777,-0.740839518265021,0.0110665622931305,0.0108723258563501,0.0105964620772897,0.0108753452461378,0.0125898528948006,0.0110665622931305
Doornpoort Game Reserve,555570213,555570213,1,Doornpoort Game Reserve,Nature Reserve,National,17.0333129154158,Designated,State Verified,547.316666666667,16.5583333333334,1388.14642262895,Grassland,0,549.210327148438,0,0.434514227527283,2.27548568504661,1.41809150161961,6.33195598302973,5.00310309036539,-0.738996249424057,0.00560654841804726,0.00551434976272826,0.00513539977174614,0.00513101487894655,0.00584890168110558,0.00560654841804726
Dresden Reserve,555570214,555570214,1,Dresden Reserve,Nature Reserve,National,23.4615537251164,Designated,State Verified,610.109677419355,14.9145161290323,1576.02135338346,Grassland,0.037037037037037,556.246032714844,0.037037037037037,0.562605671355495,6.13979256908609,4.74500346915052,14.8795278275481,14.3143529386207,-0.363732578307319,0.00558571193926291,0.00536839548149516,0.00528592009158163,0.00525639946914104,0.0058749521931345,0.00558571193926291
Duine Reserve,555570215,555570215,1,Duine Reserve,Nature Reserve,National,27.4196998958991,Designated,State Verified,498.089189189189,18.2337837837838,1246.22419186653,Savanna,0.262295081967213,507.3505859375,0.262295081967213,0.396469586917816,2.19919306248315,2.46713270467199,5.95379656315832,8.83076952924175,-0.584732946100474,0.005175637454259,0.00503151247544977,0.00475081364558956,0.0048655470256664,0.0063744417185195,0.005175637454259
Elan Game Farm,555570216,555570216,1,Elan Game Farm,Nature Reserve,National,3.0309256334507,Designated,State Verified,772.4,12.9833333333334,1784.768321513,Grassland,0.357142857142857,556.246032714844,0,0.638400921971554,4.41674342384165,3.98675858319392,7.27636856217101,7.80484933542954,-0.62607976682561,0.00769048986016558,0.0074884804421023,0.00730804653957216,0.00733374392694001,0.00801392748275956,0.00769048986016558
Erfdeel Private Nature Reserve,555570217,555570217,1,Erfdeel Private Nature Reserve,Nature Reserve,National,12.9993656440803,Designated,State Verified,549.3,16.76875,1390.31607929515,Grassland,0.406779661016949,818.64892578125,0,0.754300457134382,0.819970172196314,0.375017208520333,2.74348022468154,1.45356843184864,-0.882050235561125,0.010246754190108,0.0100737255118374,0.00979071469934707,0.00996371089897129,0.0116693714339476,0.010246754190108
Eureka Nature Reserve,555570218,555570218,1,Eureka Nature Reserve,Nature Reserve,National,16.1778365844334,Designated,State Verified,853.484210526316,12.2131578947369,1971.10722100656,Grassland,2.81333333333333,527.364074707031,0.92,0.565708084376552,3.0636704782546,2.08559298072874,11.6216904307224,8.6255113664579,-0.593005297605184,0.00934203950177769,0.00908551902511965,0.00890014963857516,0.00868104783527635,0.00998129175021846,0.00934203950177769
Ezelkop Game Industry,555570219,555570219,1,Ezelkop Game Industry,Nature Reserve,National,8.88067855080694,Designated,State Verified,594.363636363636,16.2590909090909,1442.42329317269,Grassland,0.523809523809524,818.64892578125,0.523809523809524,0.210523750008128,1.15229048000288,0.852419659182534,2.52750868206181,2.07175892512826,-0.857135810780541,0.00955732408502433,0.00927945261301947,0.00903061865270552,0.00909215399198645,0.0107857298452338,0.00955732408502433
Florida Game Reserve,555570220,555570220,1,Florida Game Reserve,Nature Reserve,National,33.1865219374367,Designated,State Verified,575.654545454546,15.2909090909091,1593.77127771911,Grassland,0.0127388535031847,503.876281738281,0,0.347656670305595,0.235185935941838,0.0954136032085158,0.62324817441878,0.275207427971355,-0.929540753313546,-0.000288190364850663,-0.000306254301590307,-0.000331848786401218,-0.000179727920440227,0.000538986013826896,-0.000288190364850663
Free State Safaris,555570221,555570221,1,Free State Safaris,Nature Reserve,National,36.8099233438539,Designated,State Verified,576.557142857143,16.8030612244898,1378.34175247717,Grassland,0.096969696969697,818.64892578125,0.00606060606060606,0.599402619080665,1.71043651795609,1.25334077454455,5.33745056331194,4.70770914875891,-0.750901269347205,0.0101635341126591,0.0100507441685139,0.00977724799526452,0.0101457133625116,0.0119224612962824,0.0101635341126591
Geluksgevonden Reserve,555570223,555570223,1,Geluksgevonden Reserve,Nature Reserve,National,30.7140225253499,Designated,State Verified,480.851282051282,17.8089743589744,1268.4543135436,Savanna,0.0575539568345324,401.978271484375,0.0143884892086331,0.2258853910771,0.84278369187361,0.388335973284652,2.62432360001114,1.56296407174512,-0.877641352747245,0.00195070484176654,0.00184720842158096,0.00153797940957985,0.00169337320568305,0.00233920993394059,0.00195070484176654
Gemsbokpark Private Nature Reserve,555570224,555570224,1,Gemsbokpark Private Nature Reserve,Nature Reserve,National,34.0226963159323,Designated,State Verified,391.384090909091,18.3,1179.80329896907,Nama-Karoo,0.148387096774194,317.439544677734,0.148387096774194,0.461488270877389,0.045861701185918,0.0192532057196076,0.147133510655116,0.0728921592081369,-0.937694499772543,-0.00573827103782421,-0.00549247266414892,-0.00530146540452291,-0.00502989148792578,-0.00467806397834953,-0.00573827103782421
Glen Garriff Game Farm,555570225,555570225,1,Glen Garriff Game Farm,Nature Reserve,National,4.13193018282099,Designated,State Verified,720.62,14.53,1658.19039451115,Grassland,0.421052631578947,716.503540039063,0.315789473684211,0.692896386104854,1.65611610523095,0.954707139307868,3.5725346091238,2.33571814184447,-0.846497678810687,0.0105312762909042,0.0102506990297126,0.00992918299867549,0.0102446796311484,0.0115703158864855,0.0105312762909042
Goedehoop Nature Reserve,555570226,555570226,1,Goedehoop Nature Reserve,Nature Reserve,National,13.2259821577047,Designated,State Verified,599.544444444445,16.7111111111112,1413.55013550136,Grassland,0.19672131147541,818.64892578125,0.0655737704918033,0.219085593739812,1.07853634534586,0.835664645802788,3.96111991803572,3.56052739995764,-0.797135195136872,0.0122875804317568,0.012153253955599,0.0120472152342096,0.0130884596479058,0.0143835217108961,0.0122875804317568
Goliatskraal Private Nature Reserve,555570227,555570227,1,Goliatskraal Private Nature Reserve,Nature Reserve,National,6.91143912476562,Designated,State Verified,608.65,16.6875,1406.23013415893,Grassland,0.3125,818.64892578125,0.28125,0.284980258279625,1.40905732724594,1.01993699380283,2.86527045656655,2.38967518518874,-0.844323092316075,0.00894716972039954,0.00881164123271034,0.00846639385027033,0.00877654903406354,0.0101217310891431,0.00894716972039954
Grasberg Reserve,555570228,555570228,1,Grasberg Reserve,Nature Reserve,National,77.9381791978613,Designated,State Verified,365.106730769231,17.8625,1241.82368255678,Grassland,0.00837988826815642,286.997360229492,0.00837988826815642,0.321247697765212,2.38263489544376,2.39907936146402,11.0337498942276,13.6237353042658,-0.391565974793242,-0.00628622247399595,-0.00596731359525554,-0.00579529551413561,-0.00552906638225689,-0.00515632849785226,-0.00628622247399595
