NAME,WDPAID,WDPA_PID,PA_DEF,ORIG_NAME,DESIG_ENG,DESIG_TYPE,GIS_AREA,STATUS,VERIF,MAP,MAT,elevation_mean,Biome,fire_events_since_2001,n_deposition,prop_burned_area,woody_trend_venter2019,canopy_height_sd100,canopy_height_mean,tree_cover_sd100,tree_cover_mean,tree_cover_mean_scaled,sp1,spatial_predictor2,spatial_predictor3,spatial_predictor4,spatial_predictor5,spatial_predictor1
Nooitgedacht Dam Nature Reserve,9126,9126,1,Nooitgedacht Dam Nature Reserve,Nature Reserve,National,29.8871187721662,Designated,State Verified,681.595238095238,15.4238095238096,1553.89883551674,Grassland,1,1072.27673339844,0.330827067669173,0.578631029359813,0.177436461621469,0.0558728566073934,0.516969909511034,0.184343498080033,-0.933202767807712,0.0198839280135688,0.0194240077265118,0.0208921778835866,0.0205379296789127,0.0220372762560773,0.0198839280135688
Sterkspruit Nature Reserve,9127,9127,1,Sterkspruit Nature Reserve,Nature Reserve,National,108.779848628395,Designated,State Verified,1014.53309859155,12.7218309859155,1892.18083534784,Grassland,2.4469387755102,1051.08349609375,0.524489795918367,0.23388592394825,8.26465198502444,20.56868814289,9.13929704597003,19.3570666986256,-0.160500218655311,0.0213896253723458,0.0210857568454025,0.0198897082323572,0.0200398975376806,0.0216044294120516,0.0213896253723458
Pilanesberg National Park,9129,9129,1,Pilanesberg National Park,Nature Reserve,National,502.769101544385,Designated,State Verified,661.984210526316,18.6877708978329,1237.02719953579,Savanna,7.18087971274686,1083.37536621094,0.813285457809695,0.13902036041395,5.72301229244039,5.50965599687102,17.4419699848207,21.842048602805,-0.0603500296669062,0.0207439511176863,0.0208231657360234,0.0204416563184862,0.0197009746446319,0.0183613380230332,0.0207439511176863
Blouberg Protea Nature Reserve,9130,9130,1,Blouberg Protea Nature Reserve,Nature Reserve,National,8.12179939075724,Designated,State Verified,861.55,15.57,505.048720066061,Fynbos,2.07692307692308,179.966125488281,0.974358974358974,-1.04961984692654,2.86884202267322,2.32842261372723,8.86750592324909,7.01347168865989,-0.657974011508793,-0.0227925716237375,-0.0221435933065165,-0.0216662939073178,-0.0216627200035313,-0.0248153895685967,-0.0227925716237375
Vernon Crookes Nature Reserve,9134,9134,1,Vernon Crookes Nature Reserve,Nature Reserve,National,21.8903509472701,Designated,State Verified,1017.78620689655,19.2327586206897,388.436583811345,Indian Ocean Coastal Belt,2.3960396039604,477.757568359375,0.504950495049505,0.549309113204727,17.7163795957729,28.8527322237923,21.2953233476987,44.957667704404,0.871259821380921,0.00469961291273725,0.00447212603625635,0.00406228434557717,0.00373698112168185,0.00424322837470732,0.00469961291273725
Gamkapoort Nature Reserve,9136,9136,1,Gamkapoort Nature Reserve,Nature Reserve,National,91.9180505992581,Designated,State Verified,223.458461538462,17.9492307692308,522.297708241516,Succulent Karoo,0,133.893569946289,0,0.226780271620989,1.97404729343034,2.07192943077428,9.71532608154173,10.7847548577954,-0.505983076893744,-0.0398768645826526,-0.0393861362624887,-0.039618247498961,-0.0450515160354454,-0.0494737786536888,-0.0398768645826526
Verloren Vallei Nature Reserve,9139,9139,1,Verloren Vallei Nature Reserve,Nature Reserve,National,60.0806357187384,Designated,State Verified,872.768421052632,11.4684210526316,2161.86565533981,Grassland,7.17110266159696,1051.08349609375,0.992395437262357,0.851899346829026,0.08096509279186,0.058293263575572,0.109580121022509,0.0756323039196624,-0.937584065966062,0.0224179608042338,0.022599971070146,0.0219373451714904,0.0220862197783072,0.0238163024122383,0.0224179608042338
Richards Bay Game Reserve,13307,13307,1,Richards Bay Game Reserve,Nature Reserve,National,13.2343021434809,Designated,State Verified,1157.06,22.2366666666667,5.67388362652233,Forests,0.0217391304347826,332.133392333984,0.0217391304347826,0.398556886886904,10.500407842989,45.4630049768523,8.19821119135568,46.1151828633384,0.917910206129901,0.00750014667064055,0.00720228182815645,0.00670099034156767,0.00614534976806573,0.00603518902535989,0.00750014667064055
West Coast National Park,17368,17368,1,West Coast National Park,National Park,National,365.662553936807,Designated,State Verified,357.266599597586,16.778370221328,54.9958761732381,Fynbos,0.132140796306982,102.477973937988,0.0611656087709175,0.224720349507375,2.07014687381037,3.13942051677371,10.3147466886935,18.8230039301192,-0.182024112695597,-0.0481767956605411,-0.0488007987754082,-0.0491163990443865,-0.0466205979358415,-0.0447423744303941,-0.0481767956605411
Kalkfontein Dam Nature Reserve,21149,21149,1,Kalkfontein Dam Nature Reserve,Nature Reserve,National,57.1967871521524,Designated,State Verified,402.45,17.7736842105264,1227.6526173507,Grassland,0.0150375939849624,359.695587158203,0,0.0564590965183678,0.241839968401942,0.122876927591737,0.705357462091679,0.412717038082576,-0.923998816200363,-0.00416584199824825,-0.00394019551824892,-0.00366998629016455,-0.00357997662274242,-0.00317084253434067,-0.00416584199824825
Rustfontein Nature Reserve,21151,21151,1,Rustfontein Nature Reserve,Nature Reserve,National,18.3525999990777,Designated,State Verified,554.303703703704,16.8018518518519,1376.72810707457,Grassland,0.174418604651163,503.876281738281,0.127906976744186,0.199382200643696,0.610027156159674,0.349502193784025,1.68143575691371,1.16923997265058,-0.893509292416056,0.000904595757586678,0.000921453268674124,0.000826342400764647,0.000828547822565589,0.00159860377999114,0.000904595757586678
Mount Currie Nature Reserve,21154,21154,1,Mount Currie Nature Reserve,Nature Reserve,National,15.4053989082641,Designated,State Verified,906.1,12.9738095238096,1613.32066938037,Grassland,2.33783783783784,619.859375,0.45945945945946,0.37475265660492,2.311990492619,2.14870837266857,5.14917034372646,4.84544930236843,-0.745350040828364,0.00295939533001542,0.00298930050691602,0.00262240250414567,0.00281721046893204,0.00243986399177855,0.00295939533001542
Jericho Dam Nature Reserve,21156,21156,1,Jericho Dam Nature Reserve,Nature Reserve,National,19.1508412692775,Designated,State Verified,835.304347826087,15.3673913043479,1475.25877027537,Grassland,0.850574712643678,1093.46997070313,0.310344827586207,0.811198189914619,4.78304275495061,6.64947639356053,7.85685226441588,11.7210156445105,-0.468249725767828,0.0160894180587022,0.0158871913964437,0.015581941511677,0.0176346027293954,0.0185010956334202,0.0160894180587022
Alice Glöckner Nature Reserve,21158,21158,1,Alice Glöckner Nature Reserve,Nature Reserve,National,1.55406540457495,Designated,State Verified,703.95,15.35,1688.59817351598,Savanna,1.33333333333333,1515.59973144531,0.5,0.189205050858223,4.43438309679705,3.01927074290358,11.687386202356,8.74761376188631,-0.58808430483758,0.0174932608401686,0.0174594868439361,0.0186532143295356,0.0197914941569361,0.0218887328406338,0.0174932608401686
Rust-Der-Winter Nature Reserve,21160,21160,1,Rust-Der-Winter Nature Reserve,Nature Reserve,National,60.1158730763551,Designated,State Verified,599.50875,20.2725,1059.73498361849,Savanna,0.449438202247191,1391.71862792969,0.273408239700375,0.402285901077696,2.30292457828537,1.50380405920173,10.2252135765328,8.20602573556367,-0.60991148317592,0.0248580127712422,0.0252744727055254,0.0259480175220989,0.0261228383464554,0.0254261009367108,0.0248580127712422
Enseleni Nature Reserve,26029,26029,1,Enseleni Nature Reserve,Nature Reserve,National,3.36456759257864,Designated,State Verified,1075.325,22.2250000000001,32.1131687242798,Forests,0,332.133392333984,0,0.0844153722845529,27.6743463538953,46.8328820569852,27.8733099953792,58.6148291421772,1.42167320537287,0.00781242234933319,0.00739912973828215,0.0069600077445038,0.00634885616828554,0.00657578189805304,0.00781242234933319
Krantzkloof Nature Reserve,26031,26031,1,Krantzkloof Nature Reserve,Nature Reserve,National,5.49635291188153,Designated,State Verified,967,19.5,366.270063694268,Forests,0.0909090909090909,624.001708984375,0.0909090909090909,0.147886988043012,28.633922227249,58.3843863457071,20.9360020623746,71.5683092197083,1.94372669624152,0.00626924692855855,0.00607123333075216,0.00534534750477299,0.00532785972583233,0.00510903205646215,0.00626924692855855
Himeville Nature Reserve,26035,26035,1,Himeville Nature Reserve,Nature Reserve,National,1.05100565127992,Designated,State Verified,1063.7,14.35,1522.14765100671,Grassland,0.5,723.132507324219,0.166666666666667,0.439304811606377,1.68083751718226,0.624121741222419,3.00655728792478,1.24145819349925,-0.890598740651379,0.00564913636685404,0.00549303725382724,0.00515689941160245,0.00479021095538812,0.00508454202678642,0.00564913636685404
Queen Elizabeth Park Nature Reserve,26036,26036,1,Queen Elizabeth Park Nature Reserve,Nature Reserve,National,0.933038131109841,Designated,State Verified,935.35,16.75,924.393939393939,Grassland,0,624.001708984375,0,0.0187901695567214,29.3148076439414,35.3569606336618,31.888639136321,52.2673247996718,1.1658549402831,0.00685657774785674,0.00661393946788936,0.00598422909974823,0.00584874846808951,0.00567095834117842,0.00685657774785674
North Park Nature Reserve,26040,26040,1,North Park Nature Reserve,Nature Reserve,National,0.509651540383899,Designated,State Verified,929.7,20.45,182.876712328767,Indian Ocean Coastal Belt,0,624.001708984375,0,0.235597470029962,31.8092378553797,63.3350020549336,25.1116036031233,78.4724345441725,2.22197800055959,0.00591436512050883,0.0057627747083157,0.00508532266538675,0.00495088582690778,0.00493591985178261,0.00591436512050883
Wagendrift Public Resort Nature Reserve,26042,26042,1,Wagendrift Public Resort Nature Reserve,Nature Reserve,National,7.43982080026798,Designated,State Verified,793.88,16.42,1187.11490978158,Grassland,0.645161290322581,723.132507324219,0.0967741935483871,0.381187164576008,6.19328775139929,7.3185781926174,10.1945325406826,14.6347146420349,-0.350821303143658,0.008244289235696,0.00804860536641007,0.00749972018797008,0.00712548030737356,0.00744417635392931,0.008244289235696
Umvoti Vlei Nature Reserve,26043,26043,1,Umvoti Vlei Nature Reserve,Nature Reserve,National,2.68741248533288,Designated,State Verified,815.966666666667,17.15,967.015915119363,Grassland,2.16666666666667,624.001708984375,1,0.442896757419757,4.15251810668237,4.18096647273252,20.8624893882322,23.7177913670277,0.0152464935973429,0.00819087890648955,0.00785830546169262,0.00730888794733101,0.00675204516286667,0.00663372333958462,0.00819087890648955
Lake Eteza Nature Reserve,26044,26044,1,Lake Eteza Nature Reserve,Nature Reserve,National,3.10867781943735,Designated,State Verified,1021.88,22.31,15.0730593607306,Azonal Vegetation,0.266666666666667,265.49560546875,0.266666666666667,0.473725282647156,5.23409238504372,5.56230063028636,12.9880848762939,17.2344413289854,-0.246046649220264,0.00798430818307489,0.00751155792167018,0.00692562831285337,0.00640884810872801,0.00689613607771302,0.00798430818307489
Richtersveld National Park,30851,30851,1,Richtersveld National Park,National Park,National,1702.72637940295,Designated,State Verified,58.5783746556474,19.1629476584021,456.357718332908,Desert,0.000133725595078898,94.3632202148438,0,0.140344424526938,0.374309581860651,0.235833140398633,2.54234893205921,1.66191501432533,-0.873653414008809,-0.0115960262604991,-0.0109089901051018,-0.0105697100064791,-0.00994238088347682,-0.00951735801504563,-0.0115960262604991
Vaalbos National Park,32455,32455,1,Vaalbos National Park,National Park,National,45.8001981161068,Designated,State Verified,436.098360655738,18.2893442622951,1150.71273964131,Savanna,0.581730769230769,339.698883056641,0.153846153846154,0.0960487915761856,0.224099822486213,0.0564903908168351,0.80280696482696,0.233598447385599,-0.931217685955296,-0.00381475863019933,-0.00359719753869637,-0.00348474327683772,-0.00347166311639019,-0.00297316481307247,-0.00381475863019933
Tankwa-Karoo National Park,32816,32816,1,Tankwa-Karoo National Park,National Park,National,1434.99792179002,Designated,State Verified,317.070674784374,18.8550228310502,564.559454237417,Succulent Karoo,0.0422597212032282,120.970802307129,0.0315480557593544,0.159410042750113,0.262709466048302,0.169372836687016,1.40265338908594,1.03375487898009,-0.898969637102426,-0.0412842282182555,-0.0412964730091908,-0.046452091710844,-0.0542962353611411,-0.0519056009359588,-0.0412842282182555
Goegap Nature Reserve,32828,32828,1,Goegap Nature Reserve,Nature Reserve,National,286.208959190153,Designated,State Verified,176.081865284974,16.4261658031088,1063.00536764706,Succulent Karoo,0,106.028167724609,0,0.100805044290596,0.105713375004887,0.0481005369193929,0.736115211086252,0.36967426536498,-0.925733533791264,-0.0174341621761632,-0.0163249863816807,-0.0152970728968167,-0.0153027305142572,-0.015650876608094,-0.0174341621761632
Keurbooms River Nature Reserve,32830,32830,1,Keurbooms River Nature Reserve,Nature Reserve,National,8.89920979770991,Designated,State Verified,867.336363636364,17.1863636363637,124.496987951807,Forests,0.232558139534884,129.384265899658,0.232558139534884,-0.468329684939845,15.8573297927173,25.1385351498648,20.8559792976198,45.0888324270607,0.876546045695306,-0.0285566173519208,-0.0273782276747135,-0.0284941344370581,-0.0288435167239881,-0.0294604242361411,-0.0285566173519208
Molopo Provincial Nature Reserve,32834,32834,1,Molopo Provincial Nature Reserve,Nature Reserve,National,240.954481931069,Designated,State Verified,319.023397435897,21.2608974358974,999.627489979809,Savanna,0,275.453521728516,0,0.416353614757997,3.43079927771574,1.90305289342698,12.2658251927226,9.49673745917199,-0.557892986449035,-0.00125768218665857,-0.00122211661915626,-0.00137085838956351,-0.00153931824051601,-0.00160130552890278,-0.00125768218665857
Oorlogskloof Nature Reserve,32835,32835,1,Oorlogskloof Nature Reserve,Nature Reserve,National,61.6965458800409,Designated,State Verified,597.726190476191,16.827380952381,725.417382572799,Fynbos,0,115.589733123779,0,0.293303994812587,1.18202601640548,0.819386771232582,4.3488463950329,3.47549492121326,-0.800562189434931,-0.0351442720059988,-0.0335369200217692,-0.0349851203133404,-0.0411554579745108,-0.0457478557206906,-0.0351442720059988
Rocher Pan Nature Reserve,32840,32840,1,Rocher Pan Nature Reserve,Nature Reserve,National,9.30078916863438,Designated,State Verified,284.176923076923,16.9807692307693,11.6162876008804,Fynbos,0,121.811141967773,0,0.336207684209254,0.602520055652649,0.891518079801842,3.72952674842276,7.1365082465569,-0.653015369956859,-0.0446771529002252,-0.0462694515547565,-0.0466608722234679,-0.0461001082747914,-0.0452344463790693,-0.0446771529002252
Salmonsdam Provincial Nature Reserve,32841,32841,1,Salmonsdam Provincial Nature Reserve,Nature Reserve,National,7.12903445610536,Designated,State Verified,557.8,15.56,351.014204545455,Fynbos,0.2,103.775352478027,0,-0.266653535740152,2.70735255916416,2.4511269053171,10.6329787347937,11.5102761895172,-0.476742985299978,-0.0541566703274245,-0.0546980391961984,-0.0551709780441169,-0.0530565170223479,-0.0515003119187135,-0.0541566703274245
Caledon Nature Reserve,32878,32878,1,Caledon Nature Reserve,Nature Reserve,National,37.7292299550372,Designated,State Verified,605.081632653061,16.0051020408164,1420.17226656766,Grassland,0.122093023255814,503.876281738281,0.0930232558139535,0.672937990844664,5.75972351674004,5.46997186125985,13.0954740596291,13.4562144450324,-0.398317430682521,-0.000367702778081905,-0.000312101130446225,-0.000429703650195326,-0.000269607909642433,0.000294769608781052,-0.000367702778081905
Sterkfontein Dam Nature Reserve,32879,32879,1,Sterkfontein Dam Nature Reserve,Nature Reserve,National,133.371951834238,Designated,State Verified,931.273410404624,13.5708092485549,1757.21838774859,Grassland,5.13696369636964,621.933807373047,0.582508250825083,0.141224118195817,0.401898638770065,0.232054195669384,1.1485991256488,0.676084078923206,-0.913384550209473,0.0094928095663128,0.00917776371586571,0.00881222678711202,0.00899215015585527,0.00987108026002455,0.0094928095663128
Wuras Dam Nature Reserve,32881,32881,1,Wuras Dam Nature Reserve,Nature Reserve,National,2.66005736209084,Designated,State Verified,459,17.05,1340.39947089947,Grassland,0,431.785934448242,0,0.397225132770318,1.42447812792624,0.705829110651839,5.53605800007471,3.40898224785455,-0.803242795195398,-0.00236189380297796,-0.0022421898989235,-0.00210071663847739,-0.0021208518128449,-0.00153242293454753,-0.00236189380297796
Atherstone Private Nature Reserve,32883,32883,1,Atherstone Private Nature Reserve,Nature Reserve,National,24.228075834143,Designated,State Verified,449.745454545455,21.6803030303031,915.232656770676,Savanna,0.238095238095238,632.810974121094,0.228571428571429,0.0601867048054979,0.0551719166035322,0.017460672616834,0.298187506651364,0.108904804775258,-0.936243111634282,0.0193343583309429,0.0189455185361514,0.018850737648661,0.0180204903968773,0.0175374820653181,0.0193343583309429
Barberton Nature Reserve,32884,32884,1,Barberton Nature Reserve,Nature Reserve,National,273.651373354508,Designated,State Verified,861.694366197184,18.1570422535211,887.951256441587,Savanna,3.9442165709598,762.474517822266,0.608695652173913,0.479064650779046,13.9925360748617,22.6341747257538,18.80466554983,40.7194605574446,0.700450832379386,0.0175494783422132,0.017128256958809,0.0169704041049427,0.0163914986895924,0.0173442411856561,0.0175494783422132
Witbad Nature Reserve,32902,32902,1,Witbad Nature Reserve,Nature Reserve,National,10.7922950235672,Designated,State Verified,768.935714285714,17.6357142857143,932.800132802125,Grassland,1.73469387755102,524.297241210938,0.36734693877551,0.945929067448775,9.91458007875539,11.453052282099,12.7289646516335,15.5214673673593,-0.315083234839072,0.0126488078698572,0.0125022357654827,0.0122678998908122,0.0128274141669957,0.0139473580068398,0.0126488078698572
Entabeni Nature Reserve,32911,32911,1,Entabeni Nature Reserve,Forest Nature Reserve,National,12.0780281018543,Designated,State Verified,1375.55333333333,16.8766666666667,1201.8450617284,Savanna,0.0555555555555556,269.340270996094,0,-0.291139248332805,28.9325577116973,130.465603093304,5.58437628731583,92.6112067060043,2.79180134683423,0.0187328500753575,0.0182900822153614,0.0183607903516747,0.0186289711988805,0.0188373702125315,0.0187328500753575
Modjadji Nature Reserve,32919,32919,1,Modjadji Nature Reserve,Nature Reserve,National,3.05615084572742,Designated,State Verified,965.475,19.025,846.234866828087,Savanna,1.08333333333333,325.153472900391,0.666666666666667,0.793979906521483,15.2594826165554,25.8275374526102,25.1481925623548,61.2371288919082,1.52735760294458,0.0208190167800028,0.0213041604685569,0.0211397993512415,0.0212460248052246,0.0202485199635044,0.0208190167800028
Riverlands Provincial Nature Reserve,32961,32961,1,Riverlands Provincial Nature Reserve,Nature Reserve,National,16.9338174413455,Designated,State Verified,499.891666666667,16.9416666666667,126.095351609058,Fynbos,1.82716049382716,128.408187866211,0.580246913580247,0.191922167365626,0.445583311980653,0.245946918593798,2.73052509502257,1.68142113234047,-0.872867274921695,-0.0543499158348367,-0.0549182108544998,-0.0518305372600711,-0.0487666966178658,-0.0487148020650408,-0.0543499158348367
Sinclair Nature Reserve,33068,33068,1,Sinclair Nature Reserve,Forest Nature Reserve,National,19.0673528352898,Designated,State Verified,998.84375,16.7625,179.401824034335,Forests,0.301587301587302,93.3442916870117,0.301587301587302,-0.302151885935912,17.9361479907475,94.4062305239629,7.73329020192001,89.98959420437,2.68614464685929,-0.0300867184041565,-0.0291794500992286,-0.0301280992277209,-0.0301931757338068,-0.0301785149201806,-0.0300867184041565
Ysternek Nature Reserve,33073,33073,1,Ysternek Nature Reserve,Forest Nature Reserve,National,11.960037878777,Designated,State Verified,929.761111111111,15.1055555555556,556.748881431767,Forests,0.196428571428571,165.424240112305,0.196428571428571,-0.324207758502101,20.4529320559741,83.0403574825577,11.0076598093752,73.8893581787732,2.03727003010271,-0.0301437719753686,-0.0291048856435274,-0.0301200531595723,-0.0302385435547023,-0.0302341061607542,-0.0301437719753686
Seekoei River Nature Reserve,33084,33084,1,Seekoei River Nature Reserve,Nature Reserve,National,0.661828528009489,Designated,State Verified,631.366666666667,18.0833333333334,14.551724137931,Albany Thicket,0,119.949295043945,0,-0.961299832613308,15.0068946282069,19.3989230245352,31.3157375653585,54.9045405586561,1.27214048555056,-0.0188524215308318,-0.0185385652462509,-0.0189241250185021,-0.0192972488198759,-0.0196536909690098,-0.0188524215308318
